name, value
snp10138,6
snp10139,1
snp10140,2
snp10141,2
snp10142,1
snp10143,13
snp10144,5
snp10145,1
snp10146,2
snp10147,13
snp10148,1
snp10149,4
snp10150,4
snp10151,1
snp10152,1
snp10153,25
snp10154,38
snp10155,1
snp10156,1
snp10157,1
snp10158,0
snp10159,0
snp10160,2
snp10161,1
snp10162,2
snp10163,1
snp10164,1
snp10165,0
snp10166,1
snp10167,2
snp10168,1
snp10169,1
snp10170,1
snp10171,1
snp10172,9
snp10173,1
snp10174,0
snp10175,1
snp10176,1
snp10177,10
snp10178,0
snp10179,2
snp10180,1
snp10181,1
snp10182,2
snp10183,3
snp10184,0
snp10185,2
snp10186,1
snp10187,3
snp10188,1
snp10189,3
snp10190,42
snp10191,0
snp10192,3
snp10193,10
snp10194,2
snp10195,10
snp10196,1
snp10197,1
snp10198,15
snp10199,3
snp10200,2
snp10201,0
snp10202,0
snp10203,1
snp10204,3
snp10205,1
snp10206,1
snp10207,3
snp10208,1
snp10209,3
snp10210,5
snp10211,34
snp10212,109
snp10213,4
snp10214,1
snp10215,3
snp10216,1
snp10217,1
snp10218,2
snp10219,1
snp10220,1
snp10221,0
snp10222,8
snp10223,1
snp10224,1
snp10225,1
snp10226,1
snp10227,1
snp10228,1
snp10229,1
snp10230,0
snp10231,7
snp10232,70
snp10233,0
snp10234,1
snp10235,2
snp10236,2
snp10237,1
snp10238,2
snp10239,7
snp10240,0
snp10241,2
snp10242,2
snp10243,5
snp10244,1
snp10245,1
snp10246,1
snp10247,2
snp10248,1
snp10249,2
snp10250,1
snp10251,1
snp10252,1
snp10253,1
snp10254,2
snp10255,1
snp10256,5
snp10257,1
snp10258,1
snp10259,1
snp10260,7
snp10261,0
snp10262,1
snp10263,1
snp10264,1
snp10265,1
snp10266,1
snp10267,7
snp10268,5
snp10269,9
snp10270,2
snp10271,1
snp10272,2
snp10273,1
snp10274,1
snp10275,1
snp10276,2
snp10277,4
snp10278,1
snp10279,1
snp10280,8
snp10281,3
snp10282,0
snp10283,2
snp10284,30
snp10285,7
snp10286,5
snp10287,5
snp10288,5
snp10289,3
snp10290,1
snp10291,1
snp10292,1
snp10293,2
snp10294,2
snp10295,1
snp10296,1
snp10297,0
snp10298,4
snp10299,1
snp10300,3
snp10301,6
snp10302,6
snp10303,1
snp10304,1
snp10305,1
snp10306,1
snp10307,1
snp10308,7
snp10309,2
snp10310,1
snp10311,1
snp10312,1
snp10313,7
snp10314,22
snp10315,1
snp10316,7
snp10317,10
snp10318,0
snp10319,1
snp10320,3
snp10321,1
snp10322,7
snp10323,0
snp10324,1
snp10325,1
snp10326,1
snp10327,1
snp10328,65
snp10329,1
snp10330,2
snp10331,8
snp10332,5
snp10333,8
snp10334,1
snp10335,7
snp10336,1
snp10337,1
snp10338,1
snp10339,7
snp10340,2
snp10341,1
snp10342,1
snp10343,1
snp10344,40
snp10345,1
snp10346,1
snp10347,1
snp10348,14
snp10349,12
snp10350,1
snp10351,48
snp10352,0
snp10353,2
snp10354,5
snp10355,1
snp10356,0
snp10357,0
snp10358,3
snp10359,105
snp10360,77
snp10361,51
snp10362,4
snp10363,1
snp10364,1
snp10365,0
snp10366,22
snp10367,1
snp10368,1
snp10369,1
snp10370,5
snp10371,0
snp10372,6
snp10373,1
snp10374,1
snp10375,3
snp10376,1
snp10377,1
snp10378,1
snp10379,1
snp10380,1
snp10381,0
snp10382,0
snp10383,0
snp10384,1
snp10385,1
snp10386,1
snp10387,7
snp10388,2
snp10389,3
snp10390,1
snp10391,1
snp10392,1
snp10393,0
snp10394,1
snp10395,2
snp10396,1
snp10397,2
snp10398,1
snp10399,1
snp10400,0
snp10401,21
snp10402,2
snp10403,75
snp10404,1
snp10405,63
snp10406,4
snp10407,4
snp10408,1
snp10409,0
snp10410,1
snp10411,1
snp10412,0
snp10413,1
snp10414,0
snp10415,0
snp10416,1
snp10417,63
snp10418,63
snp10419,1
snp10420,1
snp10421,0
snp10422,61
snp10423,0
snp10424,0
snp10425,1
snp10426,0
snp10427,1
snp10428,0
snp10429,0
snp10430,0
snp10431,1
snp10432,0
snp10433,0
snp10434,1
snp10435,1
snp10436,1
snp10437,1
snp10438,1
snp10439,1
snp10440,0
snp10441,1
snp10442,0
snp10443,2
snp10444,1
snp10445,1
snp10446,58
snp10447,1
snp10448,2
snp10449,1
snp10450,1
snp10451,58
snp10452,58
snp10453,58
snp10454,1
snp10455,8
snp10456,0
snp10457,58
snp10458,1
snp10459,3
snp10460,3
snp10461,4
snp10462,8
snp10463,3
snp10464,1
snp10465,1
snp10466,58
snp10467,1
snp10468,1
snp10469,1
snp10470,11
snp10471,1
snp10472,0
snp10473,1
snp10474,1
snp10475,1
snp10476,3
snp10477,2
snp10478,0
snp10479,57
snp10480,51
snp10481,1
snp10482,1
snp10483,2
snp10484,11
snp10485,13
snp10486,13
snp10487,2
snp10488,1
snp10489,1
snp10490,15
snp10491,1
snp10492,11
snp10493,0
snp10494,8
snp10495,0
snp10496,13
snp10497,2
snp10498,8
snp10499,3
snp10500,3
snp10501,1
snp10502,3
snp10503,62
snp10504,10
snp10505,1
snp10506,1
snp10507,1
snp10508,1
snp10509,11
snp10510,1
snp10511,1
snp10512,2
snp10513,41
snp10514,1
snp10515,11
snp10516,4
snp10517,11
snp10518,1
snp10519,11
snp10520,62
snp10521,1
snp10522,0
snp10523,1
snp10524,1
snp10525,1
snp10526,0
snp10527,46
snp10528,1
snp10529,43
snp10530,1
snp10531,6
snp10532,3
snp10533,1
snp10534,2
snp10535,2
snp10536,1
snp10537,1
snp10538,83
snp10539,44
snp10540,56
snp10541,0
snp10542,9
snp10543,3
snp10544,0
snp10545,7
snp10546,3
snp10547,1
snp10548,1
snp10549,11
snp10550,1
snp10551,0
snp10552,1
snp10553,1
snp10554,1
snp10555,2
snp10556,62
snp10557,1
snp10558,3
snp10559,1
snp10560,3
snp10561,1
snp10562,1
snp10563,2
snp10564,4
snp10565,3
snp10566,1
snp10567,3
snp10568,2
snp10569,1
snp10570,2
snp10571,54
snp10572,1
snp10573,1
snp10574,62
snp10575,62
snp10576,2
snp10577,62
snp10578,1
snp10579,54
snp10580,62
snp10581,1
snp10582,1
snp10583,0
snp10584,54
snp10585,1
snp10586,1
snp10587,1
snp10588,0
snp10589,1
snp10590,2
snp10591,1
snp10592,0
snp10593,11
snp10594,1
snp10595,1
snp10596,1
snp10597,4
snp10598,1
snp10599,1
snp10600,1
snp10601,1
snp10602,49
snp10603,1
snp10604,1
snp10605,1
snp10606,0
snp10607,114
snp10608,4
snp10609,0
snp10610,1
snp10611,61
snp10612,114
snp10613,8
snp10614,1
snp10615,1
snp10616,2
snp10617,57
snp10618,1
snp10619,1
snp10620,0
snp10621,1
snp10622,0
snp10623,7
snp10624,1
snp10625,8
snp10626,3
snp10627,1
snp10628,61
snp10629,57
snp10630,1
snp10631,1
snp10632,0
snp10633,1
snp10634,26
snp10635,0
snp10636,1
snp10637,1
snp10638,1
snp10639,1
snp10640,1
snp10641,1
snp10642,61
snp10643,1
